Chr1	28294	28364	1	1	1	427	1	27
Chr1	30964	31257	1	1	1	63	0	21
Chr1	40047	40134	1	1	1	147	0	3
Chr1	40190	40455	1	1	1	135	0	17
Chr1	40603	40702	1	1	1	306	0	25
Chr1	138083	138194	1	1	0	141	0	19
Chr1	143432	143562	1	1	1	269	0	22
Chr1	148314	149449	1	1	1	176	0	21
Chr1	149549	149633	1	1	1	66	0	21
Chr1	149743	149855	1	1	1	121	0	26
Chr1	200037	200252	1	1	1	147	0	13
Chr1	208837	209437	2	2	1	71	0	27
Chr1	212353	212432	1	1	1	149	0	14
Chr1	213640	213740	1	1	1	0	117	25
Chr1	310071	310255	2	2	1	51	0	24
Chr1	364386	364889	1	1	1	142	0	8
Chr1	366379	366493	1	1	1	146	0	7
Chr1	368559	368659	1	1	1	99	0	18
Chr1	370458	370574	1	1	1	144	0	19
Chr1	372071	372167	1	1	1	134	0	14
Chr1	372384	373957	1	1	1	145	0	14
Chr1	374030	374114	1	1	1	52	0	10
Chr1	417603	417775	2	2	1	72	0	22
Chr1	430312	430925	1	1	1	76	0	26
Chr1	445760	445868	1	1	1	304	0	7
Chr1	446800	447333	1	1	1	146	0	27
Chr1	504881	505047	1	1	1	163	0	14
Chr1	514731	514808	2	2	1	125	0	9
Chr1	515924	515994	2	2	1	46	0	4
Chr1	518129	518230	2	2	1	154	0	28
Chr1	520101	520185	2	2	1	45	0	14
Chr1	521154	521691	2	2	1	1	0	3
Chr1	551826	552032	1	1	1	46	0	8
Chr1	591179	591836	1	1	1	59	0	10
Chr1	591903	592658	1	1	1	61	0	21
Chr1	593050	593115	1	1	1	232	0	22
Chr1	641193	641289	2	2	1	48	0	14
Chr1	641859	641971	2	2	1	116	0	3
Chr1	649330	651476	2	2	1	70	0	9
Chr1	930242	930327	2	2	1	118	0	18
Chr1	930460	930533	2	2	1	123	0	20
Chr1	930774	931037	2	2	1	132	0	5
Chr1	981610	992329	1	1	0	0	1	21
Chr1	992284	992329	1	1	0	0	1	21
Chr1	1028229	1028338	1	1	1	112	0	21
Chr1	1092265	1092406	2	2	1	161	0	29
Chr1	1092593	1092752	2	2	1	86	0	17
Chr1	1172688	1173213	2	4	1	103	0	21
Chr1	1173416	1173795	2	2	1	23	0	24
Chr1	1173877	1173965	2	2	1	192	0	28
Chr1	1174170	1174670	2	2	1	131	0	16
Chr1	1174881	1174952	2	2	1	35	0	29
Chr1	1176228	1176336	2	2	1	76	0	8
Chr1	1176816	1176904	2	2	1	123	0	10
Chr1	1178684	1178929	2	2	1	74	0	27
Chr1	1201129	1201292	2	2	1	145	0	18
Chr1	1202214	1203244	2	2	1	135	0	26
Chr1	1572179	1572524	2	2	1	117	0	18
Chr1	1572657	1572736	2	2	1	49	0	28
Chr1	1674486	1674581	2	2	1	241	0	11
Chr1	1675100	1675246	2	2	1	77	0	26
Chr1	1675363	1676734	2	2	1	37	0	19
Chr1	1746691	1746866	1	1	1	67	0	12
Chr1	1754520	1755104	1	1	1	60	0	9
Chr1	1756514	1757072	1	1	1	81	0	25
Chr1	1757160	1757252	1	1	1	61	0	18
Chr1	1848276	1848568	1	1	1	312	0	18
Chr1	1852034	1852583	1	1	1	79	0	15
Chr1	2075101	2075388	2	2	1	150	0	15
Chr1	2075463	2075571	2	2	1	296	0	24
Chr1	2134399	2135172	1	1	1	127	0	7
Chr1	2216470	2216556	2	2	1	229	0	20
Chr1	2271504	2271612	1	1	1	85	0	28
Chr1	2379930	2380400	2	2	1	138	0	10
Chr1	2387893	2387982	1	1	1	0	134	19
Chr1	2564075	2564175	1	1	1	180	0	22
Chr1	2590122	2590213	2	2	1	834	0	14
Chr1	2590297	2590413	2	2	1	745	0	29
Chr1	2590493	2590621	2	2	1	327	0	17
Chr1	2590717	2591197	2	2	1	363	0	13
Chr1	2591331	2591600	2	2	1	376	0	25
Chr1	2591686	2592039	2	2	1	468	0	23
Chr1	2592164	2592296	2	2	1	143	0	26
Chr1	2592373	2593478	2	2	1	56	0	7
Chr1	2610729	2611414	1	1	1	194	0	21
Chr1	2611674	2612330	1	1	1	77	0	10
Chr1	2693635	2694245	2	2	1	103	0	13
Chr1	2694324	2694907	2	2	1	451	0	22
Chr1	2707985	2708070	2	4	1	142	0	27
Chr1	2720272	2720374	1	1	1	186	0	27
Chr1	2791535	2792088	1	1	1	45	0	12
Chr1	2793875	2793968	1	1	1	164	0	28
Chr1	2803168	2803300	1	1	1	63	0	9
Chr1	2879625	2880335	1	1	1	30	0	15
Chr1	2971883	2973307	2	2	1	120	148	17
Chr1	2973748	2973829	2	2	1	101	0	6
Chr1	2975818	2976399	2	4	1	145	0	8
Chr1	2977010	2977161	2	2	1	170	0	27
Chr1	2986987	2987300	2	2	1	1	0	16
Chr1	2987669	2987797	2	2	1	143	0	20
Chr1	3050052	3050432	1	1	1	138	0	8
Chr1	3100635	3100757	2	2	1	153	0	13
Chr1	3101090	3101170	2	2	1	84	0	14
Chr1	3108797	3108878	2	2	1	162	0	10
Chr1	3109254	3109340	2	2	1	142	0	6
Chr1	3325655	3325739	1	1	1	129	0	15
Chr1	3327025	3327140	1	1	1	14	0	8
Chr1	3329689	3329819	2	2	1	128	0	14
Chr1	3389660	3389739	2	2	0	108	0	17
Chr1	3447817	3447897	2	2	1	153	0	10
Chr1	3449075	3449682	2	2	1	80	0	6
Chr1	3481646	3484452	2	2	1	120	0	22
Chr1	3560561	3561595	2	2	1	127	0	7
Chr1	3646799	3646974	1	1	1	83	0	12
Chr1	3669062	3669570	2	2	1	119	0	11
Chr1	3697748	3697933	2	2	1	165	0	10
Chr1	3707722	3707799	2	2	1	166	0	3
Chr1	3714245	3714688	2	2	1	43	0	22
Chr1	3717305	3717502	2	2	1	107	0	12
Chr1	3720589	3721219	2	2	1	64	0	11
Chr1	3721311	3722154	2	2	1	142	0	8
Chr1	3743045	3743169	2	2	1	298	0	27
Chr1	3743235	3743376	2	2	1	172	0	29
Chr1	3744106	3744201	2	2	1	25	0	7
Chr1	3811398	3811468	2	2	1	103	0	20
Chr1	3811852	3811948	2	2	1	0	37	8
Chr1	3844483	3844973	1	1	1	144	0	20
Chr1	3846897	3847414	2	2	1	1	0	9
Chr1	3860126	3860864	2	2	1	1	164	22
