Chr1	28294	28364	1	1	1	822	0	16
Chr1	186772	189606	2	2	1	255	0	15
Chr1	228786	228929	1	1	1	211	0	16
Chr1	419490	419574	2	2	1	398	0	5
Chr1	552119	552332	1	1	1	284	0	19
Chr1	1155891	1165709	1	1	0	1	0	22
Chr1	1173877	1173965	2	2	1	386	0	4
Chr1	1174170	1174670	2	2	1	1	0	16
Chr1	1174881	1174952	2	2	1	174	0	21
Chr1	1199822	1200220	2	2	1	227	0	20
Chr1	2388111	2388210	1	1	1	1	0	10
Chr1	2404338	2404416	1	1	1	457	0	14
Chr1	2578076	2599340	2	2	0	0	1	15
Chr1	2589939	2590014	1	1	0	174	0	19
Chr1	2590122	2590213	2	2	1	947	0	28
Chr1	2610567	2610650	1	1	1	316	0	21
Chr1	2610729	2611414	1	1	1	254	0	15
Chr1	2637317	2637435	1	1	1	567	0	20
Chr1	2665306	2693411	2	2	0	0	1	26
Chr1	2693635	2694245	2	2	1	239	0	9
Chr1	2694324	2694907	2	2	1	1	0	3
Chr1	2802985	2803120	1	1	1	154	0	19
Chr1	3000496	3000833	1	1	1	205	0	17
Chr1	3044899	3046201	1	1	1	1	0	18
Chr1	3051280	3051378	1	1	1	288	0	25
Chr1	3051685	3051824	1	1	1	495	0	13
Chr1	3671132	3671210	2	2	1	530	0	28
Chr1	3696501	3696924	2	2	1	88	0	8
Chr1	3743235	3743376	2	2	1	226	0	11
Chr1	3844321	3844415	1	1	1	254	0	7
Chr1	3858867	3859096	2	2	1	225	0	26
Chr1	4257256	4257828	1	1	1	435	0	9
Chr1	4258244	4258322	1	1	1	242	0	11
Chr1	4315320	4315401	2	2	1	1	0	17
Chr1	4330216	4330332	2	2	1	490	0	10
Chr1	4503327	4503623	1	1	1	72	0	19
Chr1	4514920	4515026	2	2	1	358	0	18
Chr1	4680963	4681242	1	1	1	1	0	22
Chr1	4740012	4740102	2	2	1	172	0	6
Chr1	4741722	4741811	2	2	1	219	0	11
Chr1	4853306	4853654	1	1	1	251	0	11
Chr1	5260074	5260143	1	1	1	651	0	21
Chr1	5260241	5260382	1	1	1	251	0	19
Chr1	5263715	5263934	2	2	1	155	0	3
Chr1	5329229	5329299	2	2	1	921	0	23
Chr1	5331743	5332289	2	2	1	1	0	4
Chr1	5478671	5478809	1	1	1	443	0	10
Chr1	5774864	5774959	2	2	1	0	496	19
Chr1	6268347	6268441	1	1	1	120	0	24
Chr1	6268716	6270310	1	1	1	750	0	7
Chr1	6519654	6520047	2	2	1	470	0	22
Chr1	6654022	6717922	1	1	0	100	0	17
Chr1	6670703	6717922	1	1	0	1	0	12
Chr1	6969518	6969616	1	1	1	428	0	25
Chr1	7203662	7203757	1	1	1	0	496	19
Chr1	7251275	7252127	1	1	1	267	0	28
Chr1	7277347	7277772	1	1	1	511	0	27
Chr1	7293238	7293584	1	1	1	545	0	24
Chr1	7352773	7352861	2	4	1	553	0	28
Chr1	7654253	7656049	2	2	1	501	0	14
Chr1	8049595	8049697	2	2	1	512	0	7
Chr1	8050755	8051462	2	2	1	273	0	16
Chr1	8174125	8174209	1	1	1	400	0	7
Chr1	8212793	8212885	2	2	1	162	0	23
Chr1	8334728	8334810	1	1	1	234	0	23
Chr1	8423446	8423523	2	2	1	400	0	22
Chr1	8719716	8719968	1	1	1	0	582	8
Chr1	8986691	8986790	1	1	1	171	0	21
Chr1	9005183	9005440	2	2	1	520	0	27
Chr1	9016038	9016107	1	1	1	559	0	19
Chr1	9196157	9198782	2	2	1	409	0	20
Chr1	9326096	9326448	2	2	1	281	0	8
Chr1	9427086	9428709	1	1	1	168	0	27
Chr1	9631706	9631797	2	2	1	644	0	13
Chr1	9631830	9631917	2	2	1	640	0	25
Chr1	9632013	9632592	2	2	1	1	0	11
Chr1	9633300	9633419	2	2	1	1	0	4
Chr1	9658420	9658508	2	2	1	564	0	22
Chr1	9658578	9658945	2	2	1	322	0	16
Chr1	9659048	9660918	2	2	1	222	0	18
Chr1	9661025	9661168	2	2	1	163	0	21
Chr1	9668615	9668712	1	1	1	1	0	13
Chr1	9680336	9680438	1	1	1	119	0	29
Chr1	9703690	9704050	2	2	1	255	0	5
Chr1	9884008	9884083	1	1	1	393	0	10
Chr1	9887809	9888589	1	1	1	1	0	17
Chr1	10497174	10499201	2	2	1	103	0	3
Chr1	10627095	10627220	1	1	1	558	0	12
Chr1	10651661	10682268	1	1	0	1	0	16
Chr1	10677308	10682266	1	1	0	0	1	17
Chr1	10682318	10693166	1	1	0	0	1	15
Chr1	10682318	10699487	1	1	0	0	1	14
Chr1	11217028	11218458	1	1	1	1	0	13
Chr1	11222247	11222353	2	2	1	88	0	5
Chr1	11222422	11222534	2	2	1	502	0	25
Chr1	11222691	11222823	2	2	1	251	1	3
Chr1	11251055	11251167	2	2	1	188	0	8
Chr1	11812507	11812727	2	2	1	181	0	7
Chr1	12002722	12002808	1	1	0	75	0	15
Chr1	12165949	12171572	2	2	0	1	0	19
Chr1	12329723	12330825	1	1	1	1	0	19
Chr1	12365484	12366194	2	2	1	180	0	7
Chr1	13355572	13355784	1	1	1	168	0	19
Chr1	13897805	13897891	1	1	1	131	0	19
Chr1	14017291	14017738	1	1	1	1	0	11
Chr1	14017768	14017862	1	1	1	1	0	16
Chr1	14225923	14226025	2	2	1	1	0	10
Chr1	14514363	14514468	1	1	1	335	0	21
Chr1	14621730	14621812	2	2	1	531	0	15
Chr1	15332368	15332444	2	2	1	1044	2	19
Chr1	15492284	15493070	1	1	1	254	0	18
Chr1	16104348	16104421	2	2	1	5	0	21
Chr1	16296352	16297689	2	4	1	0	1	28
Chr1	16316240	16318470	1	1	0	0	7	20
Chr1	16537642	16538399	2	2	0	1	0	23
Chr1	17750885	17751213	1	1	1	1	0	28
Chr1	18033989	18035207	2	4	1	0	1	13
Chr1	18035274	18035967	2	2	1	501	0	6
Chr1	18094301	18094390	2	4	1	252	0	3
Chr1	18155136	18155250	1	1	1	1	0	20
Chr1	18170548	18170635	1	1	1	443	0	7
Chr1	18301167	18302958	2	2	1	115	0	19
Chr1	19178996	19180191	2	2	1	197	0	15
Chr1	19180519	19180702	2	2	1	244	0	6
Chr1	19185295	19185384	2	2	1	279	0	13
Chr1	19852002	19852439	2	2	1	0	362	25
Chr1	20575451	20575519	1	1	1	1	0	27
Chr1	20599854	20600000	2	2	1	509	0	7
Chr1	21144163	21144268	2	2	1	449	0	10
Chr1	21166783	21166876	1	1	1	104	0	8
Chr1	21176544	21176884	1	1	1	178	0	23
