Chr1	18852	24412	2	2	0	0	1	14
Chr1	36878	37593	1	1	1	602	0	11
Chr1	227635	227741	1	1	1	218	0	12
Chr1	363299	364301	1	1	0	615	0	23
Chr1	370458	370574	1	1	1	213	0	4
Chr1	515522	515597	2	2	1	299	0	12
Chr1	551826	552032	1	1	1	172	0	28
Chr1	1170492	1171012	2	2	1	289	0	16
Chr1	1173416	1173795	2	2	1	325	0	26
Chr1	1173877	1173965	2	2	1	217	0	28
Chr1	1425991	1426182	1	1	1	268	0	18
Chr1	1426932	1427271	1	1	1	483	0	27
Chr1	1573498	1573611	2	2	1	1	0	15
Chr1	1754520	1755104	1	1	1	268	0	15
Chr1	1756003	1756459	1	1	1	266	0	12
Chr1	1854775	1855157	1	1	1	528	0	10
Chr1	2076488	2076574	2	2	1	19	0	5
Chr1	2099190	2099298	1	1	1	1	0	25
Chr1	2221268	2222116	2	2	1	424	0	10
Chr1	2404338	2404416	1	1	1	286	0	3
Chr1	2590122	2590213	2	2	1	552	0	3
Chr1	2590297	2590413	2	2	1	112	0	11
Chr1	2591331	2591600	2	2	1	408	0	7
Chr1	2591686	2592039	2	2	1	1	0	13
Chr1	2592373	2593478	2	2	1	2	0	10
Chr1	2609575	2609659	1	1	1	564	0	18
Chr1	2610729	2611414	1	1	1	174	0	15
Chr1	2693635	2694245	2	2	1	212	0	10
Chr1	2724187	2724312	1	1	1	112	0	6
Chr1	2794026	2794117	1	1	1	457	0	11
Chr1	2986987	2987300	2	2	1	460	0	28
Chr1	3086986	3087084	2	2	1	459	0	22
Chr1	3100635	3100757	2	2	1	536	0	12
Chr1	3124941	3125052	2	4	1	1	0	13
Chr1	3325655	3325739	1	1	1	258	0	29
Chr1	3448447	3448578	2	2	1	190	0	13
Chr1	3714734	3714828	2	2	1	103	0	12
Chr1	3820536	3820866	2	2	1	273	0	21
Chr1	3844483	3844973	1	1	1	610	2	18
Chr1	3872660	3872991	2	2	1	0	298	10
Chr1	3878371	3894329	2	2	0	2	0	26
Chr1	4257256	4257828	1	1	1	490	0	22
Chr1	4424911	4425001	2	2	1	259	0	14
Chr1	4498905	4499897	1	1	1	478	0	11
Chr1	4515117	4515224	2	2	1	480	0	8
Chr1	4515543	4515677	2	2	1	535	0	7
Chr1	4515960	4516132	2	2	1	220	0	7
Chr1	4517934	4518247	2	2	1	451	0	26
Chr1	4626338	4626429	2	2	1	237	0	7
Chr1	4629602	4631024	2	2	1	186	0	16
Chr1	4692706	4692793	1	1	1	227	0	25
Chr1	4739608	4739699	2	2	1	475	0	25
Chr1	4740438	4740528	2	2	1	569	1	23
Chr1	4740619	4740741	2	2	1	225	0	7
Chr1	4762194	4762310	2	2	0	461	0	16
Chr1	4775130	4775682	2	2	1	0	298	10
Chr1	4882371	4919247	1	1	0	1	0	14
Chr1	5258654	5260020	1	1	1	443	0	27
Chr1	5260482	5260572	1	1	0	510	0	16
Chr1	5331534	5331602	2	2	1	477	0	5
Chr1	5414906	5414985	2	2	1	412	0	5
Chr1	5438234	5439274	2	2	1	467	0	19
Chr1	5478671	5478809	1	1	1	1036	0	15
Chr1	5478858	5479358	1	1	1	266	0	13
Chr1	5561368	5561465	2	2	0	283	0	22
Chr1	5808112	5808209	1	1	1	315	0	19
Chr1	5938134	5938962	2	2	1	300	0	10
Chr1	6255648	6255718	1	1	0	530	0	28
Chr1	6518665	6518761	2	2	1	1	0	28
Chr1	6708558	6717922	1	1	0	1	0	13
Chr1	6895543	6895884	1	1	1	572	0	5
Chr1	7044561	7046109	1	1	1	329	1	4
Chr1	7282573	7283488	1	1	1	1	0	16
Chr1	7430537	7430622	1	1	1	177	0	17
Chr1	7654253	7656049	2	2	1	209	0	22
Chr1	7665571	7665695	1	1	1	27	0	20
Chr1	7685231	7685352	1	1	1	581	0	23
Chr1	7895516	7896132	2	2	1	292	0	28
Chr1	8333058	8333170	1	1	1	516	0	13
Chr1	8386718	8386841	1	1	1	712	0	22
Chr1	8574210	8574301	2	2	1	382	0	28
Chr1	8657694	8658097	1	1	1	472	0	15
Chr1	8662051	8662415	2	2	1	165	0	27
Chr1	8886018	8887087	2	2	1	226	0	8
Chr1	9005684	9006206	2	2	1	266	0	3
Chr1	9016038	9016107	1	1	1	275	0	28
Chr1	9026587	9026696	2	2	1	354	0	15
Chr1	9326595	9328670	2	2	1	256	0	22
Chr1	9374122	9374837	2	2	1	77	0	22
Chr1	9492990	9493607	1	1	1	126	0	12
Chr1	9632013	9632592	2	2	1	54	0	11
Chr1	9680336	9680438	1	1	1	92	0	28
Chr1	9703209	9703295	2	2	1	457	0	12
Chr1	9708395	9708524	2	2	1	255	0	8
Chr1	9884960	9885043	1	1	1	532	0	28
Chr1	10022066	10022769	2	2	1	552	0	13
Chr1	10022856	10023575	2	2	1	1	0	24
Chr1	10497174	10499201	2	2	1	558	0	20
Chr1	10497177	10499201	2	2	1	1	0	11
Chr1	10611335	10682262	2	2	0	1	1	16
Chr1	10671708	10682268	1	1	0	0	1	20
Chr1	10677303	10682262	2	2	0	0	1	13
Chr1	10682318	10772540	1	1	0	15	0	16
Chr1	10806647	10806731	2	2	1	68	0	13
Chr1	10824469	10824645	1	1	1	163	0	21
Chr1	10961981	10962066	2	2	1	0	1	3
Chr1	11000514	11000608	2	2	1	522	0	8
Chr1	11222247	11222353	2	2	1	385	0	5
Chr1	11222884	11223199	2	2	1	46	0	29
Chr1	11625908	11625999	2	2	0	214	0	12
Chr1	11663924	11664026	1	1	1	178	0	17
